Year,MDB,Region,Industry,Production,Units_Q,Q_meta,Commodity_price,Units_Y,GVIAP,G_meta
2013,nMDB,QLD Condamine-Balonne,Cotton,171907,tonnes,1,2394.873759,$/t,411696017,7
2014,nMDB,QLD Condamine-Balonne,Cotton,173564,tonnes,1,2493.266841,$/t,432740661,7
2015,nMDB,QLD Condamine-Balonne,Cotton,120845,tonnes,1,2427.937221,$/t,293404086,7
2016,nMDB,QLD Condamine-Balonne,Cotton,97373,tonnes,1,2597.290254,$/t,252906116,7
2017,nMDB,QLD Condamine-Balonne,Cotton,111047,tonnes,1,2279.040994,$/t,253080493,7
2018,nMDB,QLD Condamine-Balonne,Cotton,95457,tonnes,1,2722.869025,$/t,259915718,7
2019,nMDB,QLD Condamine-Balonne,Cotton,44179,tonnes,7,2764.340623,$/t,122125361,2
2020,nMDB,QLD Condamine-Balonne,Cotton,6590,tonnes,7,2458.667061,$/t,16202253,2
2006,nMDB,QLD Condamine-Balonne,Dairy,56578000,Litres,7,45.35562798,c/L,25661307,2
2007,nMDB,QLD Condamine-Balonne,Dairy,NA,Litres,6,44.18388953,c/L,NA,6
2008,nMDB,QLD Condamine-Balonne,Dairy,NA,Litres,6,63.86017256,c/L,NA,6
2009,nMDB,QLD Condamine-Balonne,Dairy,NA,Litres,6,52.93991903,c/L,NA,6
2010,nMDB,QLD Condamine-Balonne,Dairy,33858440,Litres,7,45.51564231,c/L,15410886,2
2011,nMDB,QLD Condamine-Balonne,Dairy,56636872,Litres,7,51.1190167,c/L,28952212,2
2012,nMDB,QLD Condamine-Balonne,Dairy,38522567,Litres,7,48.58514627,c/L,18716245,2
2013,nMDB,QLD Condamine-Balonne,Dairy,52123313,Litres,7,45.46826407,c/L,23699566,2
2014,nMDB,QLD Condamine-Balonne,Dairy,18245278,Litres,7,56.37971912,c/L,10286636,2
2015,nMDB,QLD Condamine-Balonne,Dairy,42436742,Litres,7,52.50666978,c/L,22282120,2
2016,nMDB,QLD Condamine-Balonne,Dairy,37545143,Litres,7,47.94722992,c/L,18001856,2
2017,nMDB,QLD Condamine-Balonne,Dairy,37000380,Litres,7,42.94221516,c/L,15888783,2
2018,nMDB,QLD Condamine-Balonne,Dairy,39357512,Litres,7,47.16344365,c/L,18562358,2
2019,nMDB,QLD Condamine-Balonne,Dairy,48559746,Litres,7,50.41205016,c/L,24479963,2
2020,nMDB,QLD Condamine-Balonne,Dairy,38625137,Litres,7,54.89484089,c/L,21203208,2
2006,nMDB,QLD Condamine-Balonne,Fruit,21673,Quantity Index,7,189.550382,Index,4108146,2
2007,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,244.9244975,Index,NA,6
2008,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,191.052645,Index,NA,6
2009,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,185.0507341,Index,NA,6
2010,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,178.8605428,Index,NA,6
2011,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,215.1628869,Index,NA,6
2012,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,209.8483524,Index,NA,6
2013,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,176.9671937,Index,NA,6
2014,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,174.8881714,Index,NA,6
2015,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,184.4613059,Index,NA,6
2016,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,172.9895939,Index,NA,6
2017,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,172.9890981,Index,NA,6
2018,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,172.9885187,Index,NA,6
2019,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,172.9899356,Index,NA,6
2020,nMDB,QLD Condamine-Balonne,Fruit,NA,Quantity Index,6,173.9522996,Index,NA,6
2006,nMDB,QLD Condamine-Balonne,Grapevines,NA,tonnes,6,844.080569,$/t,NA,6
2007,nMDB,QLD Condamine-Balonne,Grapevines,NA,tonnes,6,871.7002301,$/t,NA,6
2008,nMDB,QLD Condamine-Balonne,Grapevines,NA,tonnes,6,1013.265238,$/t,NA,6
2009,nMDB,QLD Condamine-Balonne,Grapevines,3758,tonnes,1,658.0032389,$/t,2472904,7
2010,nMDB,QLD Condamine-Balonne,Grapevines,3095,tonnes,1,566.1998364,$/t,1752481,7
2011,nMDB,QLD Condamine-Balonne,Grapevines,4701,tonnes,1,527.0952333,$/t,2477626,7
2012,nMDB,QLD Condamine-Balonne,Grapevines,3246,tonnes,1,529.8094522,$/t,1719768,7
2013,nMDB,QLD Condamine-Balonne,Grapevines,3011,tonnes,1,591.1002415,$/t,1779507,7
2014,nMDB,QLD Condamine-Balonne,Grapevines,1915,tonnes,1,514.5022572,$/t,985382,7
2015,nMDB,QLD Condamine-Balonne,Grapevines,1923,tonnes,1,514.8148351,$/t,989954,7
2016,nMDB,QLD Condamine-Balonne,Grapevines,1191,tonnes,1,581.0269861,$/t,692145,7
2017,nMDB,QLD Condamine-Balonne,Grapevines,2432,tonnes,1,613.8586677,$/t,1492972,7
2018,nMDB,QLD Condamine-Balonne,Grapevines,2150,tonnes,1,637.0461335,$/t,1369813,7
2019,nMDB,QLD Condamine-Balonne,Grapevines,175,tonnes,7,691.9223634,$/t,120892,2
2020,nMDB,QLD Condamine-Balonne,Grapevines,586,tonnes,7,703.7237246,$/t,412625,2
2006,nMDB,QLD Condamine-Balonne,Other broadacre,NA,tonnes,6,488.229584,$/t,NA,6
2007,nMDB,QLD Condamine-Balonne,Other broadacre,NA,tonnes,6,655.0838319,$/t,NA,6
2008,nMDB,QLD Condamine-Balonne,Other broadacre,NA,tonnes,6,854.4373783,$/t,NA,6
2009,nMDB,QLD Condamine-Balonne,Other broadacre,20014,tonnes,7,732.6476923,$/t,14663312,2
2010,nMDB,QLD Condamine-Balonne,Other broadacre,8599,tonnes,7,528.2194012,$/t,4542009,2
2011,nMDB,QLD Condamine-Balonne,Other broadacre,3774,tonnes,7,638.0424404,$/t,2407986,2
2012,nMDB,QLD Condamine-Balonne,Other broadacre,7403,tonnes,7,602.3353149,$/t,4458921,2
2013,nMDB,QLD Condamine-Balonne,Other broadacre,9007,tonnes,7,633.7563449,$/t,5708277,2
2014,nMDB,QLD Condamine-Balonne,Other broadacre,8150,tonnes,7,582.9070162,$/t,4750783,2
2015,nMDB,QLD Condamine-Balonne,Other broadacre,16104,tonnes,7,523.9931078,$/t,8438226,2
2016,nMDB,QLD Condamine-Balonne,Other broadacre,28771,tonnes,7,578.5169668,$/t,16644367,2
2017,nMDB,QLD Condamine-Balonne,Other broadacre,38295,tonnes,7,556.4639128,$/t,21309921,2
2018,nMDB,QLD Condamine-Balonne,Other broadacre,32132,tonnes,7,538.8916888,$/t,17315552,2
2019,nMDB,QLD Condamine-Balonne,Other broadacre,2520,tonnes,7,588.2991785,$/t,1482736,2
2020,nMDB,QLD Condamine-Balonne,Other broadacre,5746,tonnes,7,615.3916667,$/t,3535886,2
2006,nMDB,QLD Condamine-Balonne,Other cereals,79397,tonnes,7,287.8437626,$/t,22853887,2
2007,nMDB,QLD Condamine-Balonne,Other cereals,81502,tonnes,7,365.1845866,$/t,29763319,2
2008,nMDB,QLD Condamine-Balonne,Other cereals,155965,tonnes,7,508.4463074,$/t,79299908,2
2009,nMDB,QLD Condamine-Balonne,Other cereals,NA,tonnes,6,366.4111921,$/t,NA,6
2010,nMDB,QLD Condamine-Balonne,Other cereals,60953,tonnes,7,280.6341633,$/t,17105483,2
2011,nMDB,QLD Condamine-Balonne,Other cereals,24426,tonnes,7,372.5952401,$/t,9101179,2
2012,nMDB,QLD Condamine-Balonne,Other cereals,84975,tonnes,7,299.6815141,$/t,25465547,2
2013,nMDB,QLD Condamine-Balonne,Other cereals,169397,tonnes,7,371.0165272,$/t,62849174,2
2014,nMDB,QLD Condamine-Balonne,Other cereals,124263,tonnes,7,347.1586843,$/t,43138922,2
2015,nMDB,QLD Condamine-Balonne,Other cereals,226994,tonnes,7,334.9545556,$/t,76032741,2
2016,nMDB,QLD Condamine-Balonne,Other cereals,118604,tonnes,7,324.5605339,$/t,38494056,2
2017,nMDB,QLD Condamine-Balonne,Other cereals,80463,tonnes,7,274.9998008,$/t,22127433,2
2018,nMDB,QLD Condamine-Balonne,Other cereals,89940,tonnes,7,305.7518409,$/t,27499251,2
2019,nMDB,QLD Condamine-Balonne,Other cereals,65838,tonnes,7,400.067449,$/t,26339788,2
2020,nMDB,QLD Condamine-Balonne,Other cereals,31254,tonnes,7,371.6,$/t,11614147,2
2006,nMDB,QLD Condamine-Balonne,Pastures - Grazing,2676589,Quantity Index,7,86.60292787,Index,231800434,2
2007,nMDB,QLD Condamine-Balonne,Pastures - Grazing,NA,Quantity Index,6,84.21870114,Index,NA,6
2008,nMDB,QLD Condamine-Balonne,Pastures - Grazing,256643,Quantity Index,7,121.7940059,Index,31257607,2
2009,nMDB,QLD Condamine-Balonne,Pastures - Grazing,167087,Quantity Index,7,101.2085129,Index,16910621,2
2010,nMDB,QLD Condamine-Balonne,Pastures - Grazing,184622,Quantity Index,7,86.42311106,Index,15955604,2
2011,nMDB,QLD Condamine-Balonne,Pastures - Grazing,173268,Quantity Index,7,96.72808609,Index,16759877,2
2012,nMDB,QLD Condamine-Balonne,Pastures - Grazing,115277,Quantity Index,7,91.77955728,Index,10580106,2
2013,nMDB,QLD Condamine-Balonne,Pastures - Grazing,176073,Quantity Index,7,85.27115503,Index,15013910,2
2014,nMDB,QLD Condamine-Balonne,Pastures - Grazing,382005,Quantity Index,7,105.4992932,Index,40301310,2
2015,nMDB,QLD Condamine-Balonne,Pastures - Grazing,472074,Quantity Index,7,99.48762041,Index,46965478,2
2016,nMDB,QLD Condamine-Balonne,Pastures - Grazing,182822,Quantity Index,7,90.14382158,Index,16480274,2
2017,nMDB,QLD Condamine-Balonne,Pastures - Grazing,147042,Quantity Index,7,82.11326853,Index,12074087,2
2018,nMDB,QLD Condamine-Balonne,Pastures - Grazing,137520,Quantity Index,7,90.00657185,Index,12377742,2
2019,nMDB,QLD Condamine-Balonne,Pastures - Grazing,453695,Quantity Index,7,96.20620261,Index,43648283,2
2020,nMDB,QLD Condamine-Balonne,Pastures - Grazing,331707,Quantity Index,7,100,Index,33170669,2
2006,nMDB,QLD Condamine-Balonne,Pastures - Hay,87865,tonnes,7,158.7598298,$/t,13949489,2
2007,nMDB,QLD Condamine-Balonne,Pastures - Hay,83209,tonnes,7,283.3862044,$/t,23580374,2
2008,nMDB,QLD Condamine-Balonne,Pastures - Hay,45121,tonnes,7,276.3811412,$/t,12470685,2
2009,nMDB,QLD Condamine-Balonne,Pastures - Hay,28427,tonnes,7,237.5589691,$/t,6753027,2
2010,nMDB,QLD Condamine-Balonne,Pastures - Hay,41451,tonnes,7,181.7773842,$/t,7534820,2
2011,nMDB,QLD Condamine-Balonne,Pastures - Hay,33974,tonnes,7,136.4333091,$/t,4635130,2
2012,nMDB,QLD Condamine-Balonne,Pastures - Hay,58381,tonnes,7,133.7113109,$/t,7806171,2
2013,nMDB,QLD Condamine-Balonne,Pastures - Hay,52029,tonnes,7,155.173298,$/t,8073496,2
2014,nMDB,QLD Condamine-Balonne,Pastures - Hay,75415,tonnes,7,168.0272339,$/t,12671732,2
2015,nMDB,QLD Condamine-Balonne,Pastures - Hay,49637,tonnes,7,249.0569399,$/t,12362458,2
2016,nMDB,QLD Condamine-Balonne,Pastures - Hay,38616,tonnes,7,254.11595,$/t,9812931,2
2017,nMDB,QLD Condamine-Balonne,Pastures - Hay,NA,tonnes,6,220.8458858,$/t,NA,6
2018,nMDB,QLD Condamine-Balonne,Pastures - Hay,NA,tonnes,6,194.9627831,$/t,NA,6
2019,nMDB,QLD Condamine-Balonne,Pastures - Hay,NA,tonnes,6,355.0949254,$/t,NA,6
2020,nMDB,QLD Condamine-Balonne,Pastures - Hay,58191,tonnes,7,359.8579545,$/t,20940484,2
2006,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,373.9185879,$/t,0,2
2007,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,449.0564573,$/t,0,2
2008,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,534.3109469,$/t,0,2
2009,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,706.6956577,$/t,0,2
2010,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,557.7509204,$/t,0,2
2011,nMDB,QLD Condamine-Balonne,Rice,133,tonnes,1,284.0412539,$/t,37880,7
2012,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,312.3357148,$/t,0,2
2013,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,294.0733483,$/t,0,2
2014,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,1,374.3915161,$/t,0,7
2015,nMDB,QLD Condamine-Balonne,Rice,NA,tonnes,6,427.6316528,$/t,NA,6
2016,nMDB,QLD Condamine-Balonne,Rice,NA,tonnes,6,447.3401776,$/t,NA,6
2017,nMDB,QLD Condamine-Balonne,Rice,NA,tonnes,6,328.3032086,$/t,NA,6
2018,nMDB,QLD Condamine-Balonne,Rice,NA,tonnes,6,398.5611622,$/t,NA,6
2019,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,520.2299539,$/t,0,2
2020,nMDB,QLD Condamine-Balonne,Rice,0,tonnes,7,769.1999515,$/t,0,2
2006,nMDB,QLD Condamine-Balonne,Vegetables,NA,Quantity Index,6,183.3122284,Index,NA,6
2007,nMDB,QLD Condamine-Balonne,Vegetables,NA,Quantity Index,6,188.0442001,Index,NA,6
2008,nMDB,QLD Condamine-Balonne,Vegetables,NA,Quantity Index,6,197.8850974,Index,NA,6
2009,nMDB,QLD Condamine-Balonne,Vegetables,NA,Quantity Index,6,190.8960444,Index,NA,6
2010,nMDB,QLD Condamine-Balonne,Vegetables,279096,Quantity Index,7,183.4651062,Index,51204411,2
2011,nMDB,QLD Condamine-Balonne,Vegetables,263398,Quantity Index,7,198.0200298,Index,52158066,2
2012,nMDB,QLD Condamine-Balonne,Vegetables,225623,Quantity Index,7,186.612162,Index,42104033,2
2013,nMDB,QLD Condamine-Balonne,Vegetables,99902,Quantity Index,7,195.4148265,Index,19522328,2
2014,nMDB,QLD Condamine-Balonne,Vegetables,207800,Quantity Index,7,191.6726343,Index,39829522,2
2015,nMDB,QLD Condamine-Balonne,Vegetables,349873,Quantity Index,7,193.8569763,Index,67825233,2
2016,nMDB,QLD Condamine-Balonne,Vegetables,233547,Quantity Index,7,184.6275015,Index,43119171,2
2017,nMDB,QLD Condamine-Balonne,Vegetables,288392,Quantity Index,7,184.6269725,Index,53244892,2
2018,nMDB,QLD Condamine-Balonne,Vegetables,231099,Quantity Index,7,184.6263542,Index,42666936,2
2019,nMDB,QLD Condamine-Balonne,Vegetables,NA,Quantity Index,6,184.6278663,Index,NA,6
2020,nMDB,QLD Condamine-Balonne,Vegetables,129427,Quantity Index,7,185.6549735,Index,24028702,2
2006,nMDB,QLD Moonie,Almonds,NA,tonnes,6,11510.18958,$/t,NA,6
2007,nMDB,QLD Moonie,Almonds,NA,tonnes,6,9582.048331,$/t,NA,6
2008,nMDB,QLD Moonie,Almonds,NA,tonnes,6,5448.615046,$/t,NA,6
2009,nMDB,QLD Moonie,Almonds,NA,tonnes,6,6118.05668,$/t,NA,6
2010,nMDB,QLD Moonie,Almonds,NA,tonnes,6,5008.225837,$/t,NA,6
2011,nMDB,QLD Moonie,Almonds,NA,tonnes,6,5917.11435,$/t,NA,6
2012,nMDB,QLD Moonie,Almonds,NA,tonnes,6,4858.514627,$/t,NA,6
2013,nMDB,QLD Moonie,Almonds,NA,tonnes,6,6220.782398,$/t,NA,6
2014,nMDB,QLD Moonie,Almonds,NA,tonnes,6,6827.231612,$/t,NA,6
2015,nMDB,QLD Moonie,Almonds,NA,tonnes,6,8769.155159,$/t,NA,6
2016,nMDB,QLD Moonie,Almonds,NA,tonnes,6,10251.52355,$/t,NA,6
2017,nMDB,QLD Moonie,Almonds,NA,tonnes,6,7139.536995,$/t,NA,6
2018,nMDB,QLD Moonie,Almonds,NA,tonnes,6,6592.384768,$/t,NA,6
2019,nMDB,QLD Moonie,Almonds,NA,tonnes,6,7600.219058,$/t,NA,6
2020,nMDB,QLD Moonie,Almonds,NA,tonnes,6,7118.963784,$/t,NA,6
2006,nMDB,QLD Moonie,Cotton,18752,tonnes,1,2283.561906,$/t,42820272,7
2007,nMDB,QLD Moonie,Cotton,712,tonnes,1,2391.134567,$/t,1701700,7
2008,nMDB,QLD Moonie,Cotton,317,tonnes,1,2459.105979,$/t,780559,7
2009,nMDB,QLD Moonie,Cotton,1670,tonnes,1,2629.558525,$/t,4391382,7
2010,nMDB,QLD Moonie,Cotton,980,tonnes,1,2613.360268,$/t,2561741,7
2011,nMDB,QLD Moonie,Cotton,14314,tonnes,1,2648.423522,$/t,37908425,7
2012,nMDB,QLD Moonie,Cotton,5550,tonnes,1,2785.55846,$/t,15458587,7
2013,nMDB,QLD Moonie,Cotton,5403,tonnes,1,2394.873759,$/t,12938545,7
2014,nMDB,QLD Moonie,Cotton,2123,tonnes,1,2493.266841,$/t,5294033,7
2015,nMDB,QLD Moonie,Cotton,1718,tonnes,1,2427.937221,$/t,4170965,7
2016,nMDB,QLD Moonie,Cotton,933,tonnes,1,2597.290254,$/t,2422233,7
2017,nMDB,QLD Moonie,Cotton,6936,tonnes,1,2279.040994,$/t,15807178,7
2018,nMDB,QLD Moonie,Cotton,5023,tonnes,1,2722.869025,$/t,13676203,7
2019,nMDB,QLD Moonie,Cotton,1155,tonnes,7,2764.340623,$/t,3192863,2
2020,nMDB,QLD Moonie,Cotton,148,tonnes,7,2458.667061,$/t,365034,2
2006,nMDB,QLD Moonie,Dairy,0,Litres,7,45.35562798,c/L,0,2
2007,nMDB,QLD Moonie,Dairy,NA,Litres,6,44.18388953,c/L,NA,6
2008,nMDB,QLD Moonie,Dairy,NA,Litres,6,63.86017256,c/L,NA,6
2009,nMDB,QLD Moonie,Dairy,NA,Litres,6,52.93991903,c/L,NA,6
2010,nMDB,QLD Moonie,Dairy,600131,Litres,7,45.51564231,c/L,273154,2
2011,nMDB,QLD Moonie,Dairy,200405,Litres,7,51.1190167,c/L,102445,2
2012,nMDB,QLD Moonie,Dairy,18043,Litres,7,48.58514627,c/L,8766,2
2013,nMDB,QLD Moonie,Dairy,135218,Litres,7,45.46826407,c/L,61481,2
2014,nMDB,QLD Moonie,Dairy,315111,Litres,7,56.37971912,c/L,177659,2
2015,nMDB,QLD Moonie,Dairy,70760,Litres,7,52.50666978,c/L,37153,2
2016,nMDB,QLD Moonie,Dairy,3184,Litres,7,47.94722992,c/L,1527,2
2017,nMDB,QLD Moonie,Dairy,0,Litres,7,42.94221516,c/L,0,2
2018,nMDB,QLD Moonie,Dairy,0,Litres,7,47.16344365,c/L,0,2
2019,nMDB,QLD Moonie,Dairy,0,Litres,7,50.41205016,c/L,0,2
2020,nMDB,QLD Moonie,Dairy,0,Litres,7,54.89484089,c/L,0,2
2006,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,189.550382,Index,NA,6
2007,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,244.9244975,Index,NA,6
2008,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,191.052645,Index,NA,6
2009,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,185.0507341,Index,NA,6
2010,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,178.8605428,Index,NA,6
2011,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,215.1628869,Index,NA,6
2012,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,209.8483524,Index,NA,6
2013,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,176.9671937,Index,NA,6
2014,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,174.8881714,Index,NA,6
2015,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,184.4613059,Index,NA,6
2016,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,172.9895939,Index,NA,6
2017,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,172.9890981,Index,NA,6
2018,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,172.9885187,Index,NA,6
2019,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,172.9899356,Index,NA,6
2020,nMDB,QLD Moonie,Fruit,NA,Quantity Index,6,173.9522996,Index,NA,6
2006,nMDB,QLD Moonie,Grapevines,NA,tonnes,6,844.080569,$/t,NA,6
2007,nMDB,QLD Moonie,Grapevines,NA,tonnes,6,871.7002301,$/t,NA,6
2008,nMDB,QLD Moonie,Grapevines,NA,tonnes,6,1013.265238,$/t,NA,6
2009,nMDB,QLD Moonie,Grapevines,630,tonnes,7,658.0032389,$/t,414553,2
2010,nMDB,QLD Moonie,Grapevines,579,tonnes,7,566.1998364,$/t,327715,2
2011,nMDB,QLD Moonie,Grapevines,865,tonnes,7,527.0952333,$/t,456111,2
2012,nMDB,QLD Moonie,Grapevines,429,tonnes,1,529.8094522,$/t,227537,7
2013,nMDB,QLD Moonie,Grapevines,192,tonnes,7,591.1002415,$/t,113315,2
2014,nMDB,QLD Moonie,Grapevines,179,tonnes,7,514.5022572,$/t,92348,2
2015,nMDB,QLD Moonie,Grapevines,161,tonnes,7,514.8148351,$/t,83064,2
2016,nMDB,QLD Moonie,Grapevines,91,tonnes,7,581.0269861,$/t,52794,2
2017,nMDB,QLD Moonie,Grapevines,139,tonnes,7,613.8586677,$/t,85561,2
2018,nMDB,QLD Moonie,Grapevines,203,tonnes,7,637.0461335,$/t,129114,2
2019,nMDB,QLD Moonie,Grapevines,28,tonnes,7,691.9223634,$/t,19160,2
2020,nMDB,QLD Moonie,Grapevines,93,tonnes,7,703.7237246,$/t,65336,2
2006,nMDB,QLD Moonie,Other broadacre,NA,tonnes,6,488.229584,$/t,NA,6
2007,nMDB,QLD Moonie,Other broadacre,NA,tonnes,6,655.0838319,$/t,NA,6
2008,nMDB,QLD Moonie,Other broadacre,253,tonnes,7,854.4373783,$/t,216249,2
2009,nMDB,QLD Moonie,Other broadacre,226,tonnes,7,732.6476923,$/t,165631,2
2010,nMDB,QLD Moonie,Other broadacre,106,tonnes,7,528.2194012,$/t,55974,2
2011,nMDB,QLD Moonie,Other broadacre,47,tonnes,7,638.0424404,$/t,29930,2
2012,nMDB,QLD Moonie,Other broadacre,35,tonnes,7,602.3353149,$/t,20938,2
2013,nMDB,QLD Moonie,Other broadacre,601,tonnes,7,633.7563449,$/t,381193,2
2014,nMDB,QLD Moonie,Other broadacre,791,tonnes,7,582.9070162,$/t,460893,2
2015,nMDB,QLD Moonie,Other broadacre,725,tonnes,7,523.9931078,$/t,380057,2
2016,nMDB,QLD Moonie,Other broadacre,1349,tonnes,7,578.5169668,$/t,780351,2
2017,nMDB,QLD Moonie,Other broadacre,641,tonnes,7,556.4639128,$/t,356659,2
2018,nMDB,QLD Moonie,Other broadacre,1569,tonnes,7,538.8916888,$/t,845283,2
2019,nMDB,QLD Moonie,Other broadacre,214,tonnes,7,588.2991785,$/t,125642,2
2020,nMDB,QLD Moonie,Other broadacre,443,tonnes,7,615.3916667,$/t,272442,2
2006,nMDB,QLD Moonie,Other cereals,10051,tonnes,7,287.8437626,$/t,2893144,2
2007,nMDB,QLD Moonie,Other cereals,3620,tonnes,7,365.1845866,$/t,1321819,2
2008,nMDB,QLD Moonie,Other cereals,54772,tonnes,7,508.4463074,$/t,27848833,2
2009,nMDB,QLD Moonie,Other cereals,67929,tonnes,7,366.4111921,$/t,24890021,2
2010,nMDB,QLD Moonie,Other cereals,8200,tonnes,7,280.6341633,$/t,2301295,2
2011,nMDB,QLD Moonie,Other cereals,2623,tonnes,7,372.5952401,$/t,977483,2
2012,nMDB,QLD Moonie,Other cereals,8330,tonnes,7,299.6815141,$/t,2496411,2
2013,nMDB,QLD Moonie,Other cereals,2252,tonnes,7,371.0165272,$/t,835418,2
2014,nMDB,QLD Moonie,Other cereals,984,tonnes,7,347.1586843,$/t,341652,2
2015,nMDB,QLD Moonie,Other cereals,3488,tonnes,7,334.9545556,$/t,1168423,2
2016,nMDB,QLD Moonie,Other cereals,1225,tonnes,7,324.5605339,$/t,397522,2
2017,nMDB,QLD Moonie,Other cereals,1801,tonnes,7,274.9998008,$/t,495277,2
2018,nMDB,QLD Moonie,Other cereals,1679,tonnes,7,305.7518409,$/t,513344,2
2019,nMDB,QLD Moonie,Other cereals,1556,tonnes,7,400.067449,$/t,622388,2
2020,nMDB,QLD Moonie,Other cereals,801,tonnes,7,371.6,$/t,297521,2
2006,nMDB,QLD Moonie,Pastures - Grazing,25562,Quantity Index,7,86.60292787,Index,2213759,2
2007,nMDB,QLD Moonie,Pastures - Grazing,NA,Quantity Index,6,84.21870114,Index,NA,6
2008,nMDB,QLD Moonie,Pastures - Grazing,6720,Quantity Index,7,121.7940059,Index,818451,2
2009,nMDB,QLD Moonie,Pastures - Grazing,1019,Quantity Index,7,101.2085129,Index,103088,2
2010,nMDB,QLD Moonie,Pastures - Grazing,2638,Quantity Index,7,86.42311106,Index,227984,2
2011,nMDB,QLD Moonie,Pastures - Grazing,4254,Quantity Index,7,96.72808609,Index,411504,2
2012,nMDB,QLD Moonie,Pastures - Grazing,4937,Quantity Index,7,91.77955728,Index,453156,2
2013,nMDB,QLD Moonie,Pastures - Grazing,12978,Quantity Index,7,85.27115503,Index,1106660,2
2014,nMDB,QLD Moonie,Pastures - Grazing,48459,Quantity Index,7,105.4992932,Index,5112348,2
2015,nMDB,QLD Moonie,Pastures - Grazing,45420,Quantity Index,7,99.48762041,Index,4518760,2
2016,nMDB,QLD Moonie,Pastures - Grazing,7838,Quantity Index,7,90.14382158,Index,706519,2
2017,nMDB,QLD Moonie,Pastures - Grazing,4439,Quantity Index,7,82.11326853,Index,364468,2
2018,nMDB,QLD Moonie,Pastures - Grazing,3680,Quantity Index,7,90.00657185,Index,331187,2
2019,nMDB,QLD Moonie,Pastures - Grazing,17107,Quantity Index,7,96.20620261,Index,1645752,2
2020,nMDB,QLD Moonie,Pastures - Grazing,15346,Quantity Index,7,100,Index,1534631,2
2006,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,158.7598298,$/t,1,2
2007,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,283.3862044,$/t,1,2
2008,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,276.3811412,$/t,1,2
2009,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,237.5589691,$/t,0,2
2010,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,181.7773842,$/t,1,2
2011,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,136.4333091,$/t,1,2
2012,nMDB,QLD Moonie,Pastures - Hay,0,tonnes,7,133.7113109,$/t,0,2
2013,nMDB,QLD Moonie,Pastures - Hay,2751,tonnes,7,155.173298,$/t,426934,2
2014,nMDB,QLD Moonie,Pastures - Hay,6201,tonnes,7,168.0272339,$/t,1041930,2
2015,nMDB,QLD Moonie,Pastures - Hay,987,tonnes,7,249.0569399,$/t,245898,2
2016,nMDB,QLD Moonie,Pastures - Hay,2513,tonnes,7,254.11595,$/t,638564,2
2017,nMDB,QLD Moonie,Pastures - Hay,NA,tonnes,6,220.8458858,$/t,NA,6
2018,nMDB,QLD Moonie,Pastures - Hay,649,tonnes,7,194.9627831,$/t,126497,2
2019,nMDB,QLD Moonie,Pastures - Hay,1010,tonnes,7,355.0949254,$/t,358517,2
